appleMobility,caseFatalityRisk,confirmed,confirmedDelta,confirmedGrowthRate,country,countryCode,dateId,dayId,deceased,deceasedDelta,deceasedGrowthRate,doublingTime,googleMobility,immunizationRate,importDate,incidencePer100k,infectious,infectiousDelta,infectiousGrowthRate,recovered,recoveredDelta,recoveredGrowthRate,recoveryRate,responseStringency,tested,testedDelta,testedPer1k
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-01,1,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:28.461,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-02,2,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:29.234,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-03,3,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:29.797,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-04,4,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:30.334,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-05,5,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:30.917,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-06,6,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:31.560,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-07,7,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:32.170,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-08,8,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:32.782,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-09,9,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:33.398,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-10,10,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:34.189,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-11,11,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:34.967,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-12,12,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:35.548,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-13,13,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:36.156,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-14,14,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:36.739,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-15,15,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:37.292,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-16,16,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:37.819,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-17,17,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:38.399,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-18,18,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:38.962,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
0.0,0.0,0,0,0.0,Sri Lanka,LK,2020-01-19,19,0,0,0.0,0.0,0.0,0.0,2020-04-19T13:19:39.535,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
